text,language,label,category,source
Courier delivery failed. Pay Rs 49 redelivery charge at http://sbi-kyc-update.xyz/verify to reschedule.,en,scam,courier_parcel,synthetic_template
உங்கள் Canara Bank KYC காலாவதியாகிவிட்டது. 24 மணி நேரத்தில் கணக்கு முடக்கப்படும். http://sbi-kyc-update.xyz/verify ஐ அழுத்தவும்.,ta,scam,kyc,synthetic_template
உங்கள் மின் இணைப்பு இன்றிரவு துண்டிக்கப்படும். முந்தைய மாத கட்டணம் புதுப்பிக்கப்படவில்லை. அலுவலர் 9445566778,ta,scam,impersonation,synthetic_template
"Rs..25,000 debit aagiduchu account XX4412 la, balance Rs..8,330, OTP yaarukum share pannadheenga",ta,legitimate,legitimate,synthetic_tanglish
"Ungaloda order ship aagiduchu, naalaiku delivery aagum, app la track pannunga Thank you.",ta,legitimate,legitimate,synthetic_tanglish
"Rs.1,250 debit aagiduchu account XX4412 la, balance Rs.8,330, OTP yaarukum share pannadheenga Act fast!",ta,legitimate,legitimate,synthetic_tanglish
KOTAK ALERT: AADHAAR NOT LINKED WITH ACCOUNT. RE-VERIFY KYC AT HTTP://HDFC-SECURE-LOGIN.TOP/KYC BEFORE TONIGHT.,en,scam,kyc,synthetic_template
Important: Your net banking password expires today. Confirm your card number and CVV at http://hdfc-secure-login.top/kyc.,en,scam,banking,synthetic_template
Attention! Low interest loan available any CIBIL score. Zero paperwork. Contact 6383991122,en,scam,loan,synthetic_template
Axis Bank: Your debit card is blocked.. Share card number and CVV to reactivate.. Regards..,en,scam,banking,synthetic_template
"Dear user, Rs 50,000 debited. If not done by you call 6383991122 immediately.",en,scam,banking,synthetic_template
"Canara Bank: Rs.4,999 credited to your account on 03-06-26 by NEFT. Avl bal Rs.12,400.",en,legitimate,legitimate,synthetic_template
உங்கள் பார்சலில் போதைப்பொருள் உள்ளது. அழைப்பை துண்டிக்காதீர்கள்.,ta,scam,courier_parcel,synthetic_template
Your monthly statement for A/c XX4412 is ready.. View it by logging into the official Axis Bank net banking portal..,en,legitimate,legitimate,synthetic_template
"உங்கள் காசோலை எண் 445122, ரூ.2,500 14-05-2026 அன்று செலுத்தப்பட்டது.",ta,legitimate,legitimate,synthetic_template
"Pre-approved personal loan of Rs 1,250 approved.. No documents required.. Pay processing fee Rs 999.. Call 7012345678",en,scam,loan,synthetic_template
Important: Your cheque number 445122 for Rs.499 has been cleared on 14-05-2026.,en,legitimate,legitimate,synthetic_template
"Neenga lucky winner! Rs 50,00,000 prize jeichuruken. Claim panna http://sbi-kyc-update.xyz/verify click pannunga",ta,scam,impersonation,synthetic_tanglish
"Important: Dear customer, the branch will be closed on 26-01-2026 for the public holiday. Normal banking resumes the next working day.",en,legitimate,legitimate,synthetic_template
உங்கள் மின்சாரம் இன்றிரவு துண்டிக்கப்படும். கட்டணம் புதுப்பிக்கப்படவில்லை. அலுவலர் 7012345678 ஐ தொடர்பு கொள்ளவும்.,ta,scam,electricity_bill,synthetic_template
நாளை கனமழை காரணமாக பள்ளிக்கு விடுமுறை.. திங்கள் அன்று வகுப்புகள் தொடங்கும்..,ta,legitimate,legitimate,synthetic_template
"Dear customer, 554411 உங்கள் உள்நுழைவு OTP. 10 நிமிடம் செல்லுபடியாகும். இதை யாரிடமும் சொல்ல வேண்டாம்.",ta,legitimate,legitimate,synthetic_template
Part time job available. Like YouTube videos and earn Rs 500 per day. Join WhatsApp 8123456789,en,scam,job,synthetic_template
"Mumbai Cyber Police.. FIR registered against you.. Join Skype video call now, do not inform anyone..",en,scam,digital_arrest,synthetic_template
907845 உங்கள் உள்நுழைவு OTP. 10 நிமிடம் செல்லுபடியாகும். இதை யாரிடமும் சொல்ல வேண்டாம்.,ta,legitimate,legitimate,synthetic_template
KYC புதுப்பிக்கவில்லை. இன்றே http://paytm-cashback.buzz/claim சென்று விவரங்களை பதிவு செய்யவும்.,ta,scam,kyc,synthetic_template
Your net banking password expires today. Confirm your card number and CVV at http://epfo-claim-online.work/pf.,en,scam,banking,synthetic_template
Stock market tips group. 100% assured profit. Limited seats. Contact expert 6383991122 Act fast!,en,scam,investment,synthetic_template
STOCK MARKET TIPS GROUP. 100% ASSURED PROFIT. LIMITED SEATS. CONTACT EXPERT 8123456789,en,scam,investment,synthetic_template
"Dear customer, Cylinder booking confirm aagiduchu, 2 days la delivery, delivery person kitta mattum pay pannunga",ta,legitimate,legitimate,synthetic_tanglish
Your Instagram account will be permanently disabled.. Confirm your identity here http://irctc-refund..cyou/ticket,en,scam,social_media,synthetic_template
உங்கள் CANARA BANK KYC காலாவதியாகிவிட்டது. 24 மணி நேரத்தில் கணக்கு முடக்கப்படும். HTTP://PAYTM-CASHBACK.BUZZ/CLAIM ஐ அழுத்தவும்.,ta,scam,kyc,synthetic_template
"Thank you for your payment of Rs.50,000. Receipt number 88213. This is a system generated message.",en,legitimate,legitimate,synthetic_template
"I am Major Rajesh from Indian Army, posted transfer.. Pay advance Rs 4,999 for the furniture, I will send truck..",en,scam,impersonation,synthetic_template
"Mummy my phone is broken, this is my new number. Send Rs 10,000 to this GPay urgently.",en,scam,impersonation,synthetic_template
Your FedEx parcel is held at customs due to illegal items. Call 9445566778 immediately to avoid legal action.,en,scam,courier_parcel,synthetic_template
"Important: To stop the unauthorised transaction of Rs 499, share the verification code immediately.",en,scam,otp,synthetic_template
"Mummy my phone is broken, this is my new number. Send Rs 10,000 to this GPay urgently. Act fast!",en,scam,impersonation,synthetic_template
"PRE-APPROVED PERSONAL LOAN OF RS 2,500 APPROVED. NO DOCUMENTS REQUIRED. PAY PROCESSING FEE RS 999. CALL 7012345678",en,scam,loan,synthetic_template
YOUR INSTAGRAM ACCOUNT WILL BE PERMANENTLY DISABLED. CONFIRM YOUR IDENTITY HERE HTTP://IRCTC-REFUND.CYOU/TICKET,en,scam,social_media,synthetic_template
Important: உங்கள் சிலிண்டர் பதிவு உறுதியானது. 2 வேலை நாட்களில் வழங்கப்படும். டெலிவரி நபரிடம் மட்டும் பணம் தரவும்.,ta,legitimate,legitimate,synthetic_template
உங்கள் மின் மீட்டர் அளவீடு இன்று எடுக்கப்பட்டது. மூன்று நாட்களில் பில் வழங்கப்படும்.,ta,legitimate,legitimate,synthetic_template
Your resume is shortlisted for MNC. Interview fee Rs 999 payable to confirm slot. Call 9876543210,en,scam,job,synthetic_template
"Investment panna 30% guaranteed return, double money 15 days la, join http://icici-netbank.click/auth",ta,scam,impersonation,synthetic_tanglish
Your blood donation camp registration is confirmed for Sunday 9 AM at the community hall. Regards.,en,legitimate,legitimate,synthetic_template
"Parcel customs la hold aagiduchu, illegal item irukku, udane 9876543210 ku call pannunga",ta,scam,impersonation,synthetic_tanglish
அரசு மருத்துவமனையில் உங்கள் சந்திப்பு 15-05-2026 காலை 10:30 மணிக்கு உறுதி செய்யப்பட்டது.,ta,legitimate,legitimate,synthetic_template
Attention! வங்கி 26-01-2026 அன்று விடுமுறை காரணமாக மூடப்படும். அடுத்த வேலை நாளில் இயல்பு சேவை.,ta,legitimate,legitimate,synthetic_template
Your insurance premium of Rs.999 is due on 28-05-2026. Pay via the official portal or your agent.,en,legitimate,legitimate,synthetic_template
"SBI: Rs.499 credited to your account on 03-06-26 by NEFT. Avl bal Rs.12,400.",en,legitimate,legitimate,synthetic_template
Important: பகுதி நேர வேலை உள்ளது. வீடியோ லைக் செய்து தினமும் ரூ 500 பெறலாம். ஜாயின் 6383991122,ta,scam,job,synthetic_template
"Attention! உங்கள் ரயில் PNR 4451223 உறுதி செய்யப்பட்டது. பெட்டி S4, இருக்கை 32. பயணம் இனிதாகட்டும்.",ta,legitimate,legitimate,synthetic_template
Congratulations on completing the cyber safety workshop. Your certificate is ready for collection. Act fast!,en,legitimate,legitimate,synthetic_template
"Hello beta, this is your uncle, I changed my number. I need Rs 10,000 urgently, will return tomorrow.",en,scam,impersonation,synthetic_template
"Dear customer, உங்கள் தேர்வு முடிவுகள் வெளியாகியுள்ளன. பல்கலைக்கழக அதிகாரப்பூர்வ தளத்தில் பார்க்கவும்.",ta,legitimate,legitimate,synthetic_template
Dear customer your electricity connection will be disconnected tonight because bill is not updated. Call officer 6383991122 Team,en,scam,electricity_bill,synthetic_template
"ரூ.2,500 உங்கள் கணக்கிலிருந்து பற்று வைக்கப்பட்டது. இருப்பு ரூ.8,330. OTP ஐ யாரிடமும் பகிர வேண்டாம்.",ta,legitimate,legitimate,synthetic_template
WhatsApp subscription expired. Renew now at http://rbi-verify-account.icu/form to avoid losing your chats.,en,scam,social_media,synthetic_template
"220199 is your OTP for SBI login. Valid for 10 minutes. Do not share this OTP with anyone, including bank staff.",en,legitimate,legitimate,synthetic_template
"Neenga lucky winner! Rs 5,00,000 prize jeichuruken. Claim panna http://rbi-verify-account.icu/form click pannunga",ta,scam,impersonation,synthetic_tanglish
"BENEFICIARY ADDED SUCCESSFULLY TO YOUR ACCOUNT. IF THIS WAS NOT DONE BY YOU, CONTACT YOUR BRANCH IMMEDIATELY.",en,legitimate,legitimate,synthetic_template
Final notice - KYC verification pending. Download the form from http://paytm-cashback.buzz/claim and submit today.,en,scam,kyc,synthetic_template
"Important: TRAI இலிருந்து அழைக்கிறோம். ஆதார் பொருந்தவில்லை, உங்கள் சிம் 2 மணி நேரத்தில் முடக்கப்படும்.",ta,scam,impersonation,synthetic_template
"Anydesk app install pannunga, screen share panna naanga account correct panrom Act fast!",ta,scam,impersonation,synthetic_tanglish
